accuracy,loss,val_accuracy,val_loss,learning_rate
0.9057430028915405,0.07253270596265793,0.8633541464805603,0.137983500957489,0.0007999999797903001
0.9508426189422607,0.034347936511039734,0.9033426642417908,0.07438044250011444,0.0007999999797903001
0.9610545635223389,0.026383226737380028,0.8247354626655579,0.18995891511440277,0.0007999999797903001
0.968031108379364,0.021056141704320908,0.9211055636405945,0.05208916589617729,0.0007999999797903001
0.972341775894165,0.017874563112854958,0.9431765675544739,0.034765589982271194,0.0007999999797903001
0.9719416499137878,0.018009016290307045,0.7304641604423523,0.18086308240890503,0.0007999999797903001
0.9763725399971008,0.014737634919583797,0.8755053877830505,0.1153625026345253,0.0007999999797903001
0.9782897233963013,0.0135232238098979,0.9281532168388367,0.05948874354362488,0.0007999999797903001
0.9814097881317139,0.011313403025269508,0.9704615473747253,0.01886271871626377,0.00039999998989515007
0.9825929999351501,0.010508867911994457,0.9692685008049011,0.01967008039355278,0.00039999998989515007
0.9832042455673218,0.010055682621896267,0.9724498987197876,0.017451180145144463,0.00039999998989515007
0.9836534857749939,0.009678888134658337,0.9699975848197937,0.01855148747563362,0.00039999998989515007
0.9842352867126465,0.009283250197768211,0.9748138785362244,0.01562315784394741,0.00039999998989515007
0.9847434163093567,0.008981652557849884,0.9720301628112793,0.017356690019369125,0.00039999998989515007
0.9854528307914734,0.008565076626837254,0.963016152381897,0.024899063631892204,0.00039999998989515007
0.9858897924423218,0.008214717730879784,0.9750127196311951,0.01822483539581299,0.00039999998989515007
0.9875713586807251,0.0071359421126544476,0.9777743220329285,0.014928611926734447,0.00019999999494757503
0.9884477257728577,0.006725823041051626,0.9783708453178406,0.01467353105545044,0.00019999999494757503
0.9885655641555786,0.006535237655043602,0.9795417785644531,0.013597792014479637,0.00019999999494757503
0.9890294671058655,0.006318691186606884,0.9787243604660034,0.01447727158665657,0.00019999999494757503
0.9892308115959167,0.00613154424354434,0.9741069078445435,0.01909351907670498,0.00019999999494757503
0.9894713759422302,0.005995317827910185,0.9776638746261597,0.015126391313970089,0.00019999999494757503
0.990318238735199,0.005483698565512896,0.9804918169975281,0.013276075944304466,9.999999747378752e-05
0.9906054735183716,0.005271818954497576,0.9810441136360168,0.012478730641305447,9.999999747378752e-05
0.9908632040023804,0.005138964857906103,0.9809115529060364,0.01251429133117199,9.999999747378752e-05
0.991140604019165,0.005055111832916737,0.9806685447692871,0.012875843793153763,9.999999747378752e-05
0.9912241101264954,0.004935023840516806,0.9811766743659973,0.012721065431833267,9.999999747378752e-05
0.9918034076690674,0.004638795740902424,0.9822371602058411,0.011751903221011162,4.999999873689376e-05
0.9919973611831665,0.00453983386978507,0.9819941520690918,0.011816241778433323,4.999999873689376e-05
0.9921667575836182,0.004441140219569206,0.9819499254226685,0.011874311603605747,4.999999873689376e-05
0.9922059774398804,0.004432596266269684,0.9825464487075806,0.011622343212366104,4.999999873689376e-05
0.9922943711280823,0.004368085879832506,0.9823476076126099,0.011821516789495945,4.999999873689376e-05
0.9922993183135986,0.004345786292105913,0.9825685620307922,0.011606554500758648,4.999999873689376e-05
0.9923974871635437,0.004251540172845125,0.9820162057876587,0.012147610075771809,4.999999873689376e-05
0.9926797747612,0.00412684865295887,0.9827894568443298,0.011593659408390522,2.499999936844688e-05
0.9927607774734497,0.004100254736840725,0.9830104112625122,0.011796506121754646,2.499999936844688e-05
0.9928761720657349,0.00401944387704134,0.9827452898025513,0.011748753488063812,2.499999936844688e-05
0.9929743409156799,0.003954303450882435,0.9830766916275024,0.011842681095004082,1.249999968422344e-05
0.9931191802024841,0.00391643401235342,0.9831650853157043,0.011732306331396103,1.249999968422344e-05
0.9932321310043335,0.003902458120137453,0.9829662442207336,0.011827864684164524,1.249999968422344e-05
0.9932051301002502,0.003850439563393593,0.9832313656806946,0.011838634498417377,6.24999984211172e-06
0.9932934641838074,0.003803631756454706,0.9828778505325317,0.011855220422148705,6.24999984211172e-06
0.9931830167770386,0.003848313819617033,0.9830988049507141,0.011841630563139915,6.24999984211172e-06
0.9934432506561279,0.003792504081502557,0.9830545783042908,0.011877283453941345,3.12499992105586e-06
0.993256688117981,0.0038497408386319876,0.9830325245857239,0.011918064206838608,3.12499992105586e-06
0.9933916926383972,0.003778527257964015,0.9830988049507141,0.011810613796114922,3.12499992105586e-06
0.9934923052787781,0.0037585750687867403,0.9831650853157043,0.011888283304870129,1.56249996052793e-06
